,z_target,TOD,GVD,n_protons
0,99.99999999999964,0.0,13.2,23280367819.484795
1,99.99999999999964,0.0,13.2,19027457661.195526
2,99.99999999999964,0.0,13.2,24227941878.31922
3,99.99999999999964,0.0,13.2,19254832966.206223
4,99.99999999999964,0.0,13.2,37481144604.03725
5,99.99999999999964,0.0,13.25,22910259824.2864
6,99.99999999999964,0.0,13.25,25491372549.797848
7,99.99999999999964,0.0,13.25,22880423391.59487
8,99.99999999999964,0.0,13.25,19571483997.25897
9,99.99999999999964,0.0,13.25,20312721848.350258
10,99.99999999999964,0.0,13.3,22535219416.03115
11,99.99999999999964,0.0,13.3,23156923897.9636
12,99.99999999999964,0.0,13.3,23835933639.72463
13,99.99999999999964,0.0,13.3,20183689192.10018
14,99.99999999999964,0.0,13.3,22442911710.24146
15,99.99999999999964,0.0,13.35,23931365454.382477
16,99.99999999999964,0.0,13.35,18145782124.496902
17,99.99999999999964,0.0,13.35,20723215571.990013
18,99.99999999999964,0.0,13.35,24340884238.344906
19,99.99999999999964,0.0,13.35,21298361459.91475
20,99.99999999999964,0.0,13.4,15942084757.65367
21,99.99999999999964,0.0,13.4,23469018587.388226
22,99.99999999999964,0.0,13.4,22356568285.05389
23,99.99999999999964,0.0,13.4,27227182197.92621
24,99.99999999999964,0.0,13.4,20318291552.601746
25,99.99999999999964,0.0,13.45,20188396057.34409
26,99.99999999999964,0.0,13.45,23317873851.917744
27,99.99999999999964,0.0,13.45,21303903206.441364
28,99.99999999999964,0.0,13.45,18565558011.453876
29,99.99999999999964,0.0,13.45,17551671371.84352
30,99.99999999999964,0.0,13.5,19640711991.892197
31,99.99999999999964,0.0,13.5,18750729520.364983
32,99.99999999999964,0.0,13.5,19533407227.576138
33,99.99999999999964,0.0,13.5,20207421947.308563
34,99.99999999999964,0.0,13.5,22642217811.703392
35,99.99999999999964,0.0,13.55,23591737957.532063
36,99.99999999999964,0.0,13.55,19116360513.97724
37,99.99999999999964,0.0,13.55,20755671043.35535
38,99.99999999999964,0.0,13.55,20504071788.84858
39,99.99999999999964,0.0,13.55,116418131.41657312
40,99.99999999999964,0.0,13.6,21540544752.92453
41,99.99999999999964,0.0,13.6,22062347488.19517
42,99.99999999999964,0.0,13.6,22749938192.18137
43,99.99999999999964,0.0,13.6,24282909130.80596
44,99.99999999999964,0.0,13.6,21196879974.894085
45,99.99999999999964,0.0,13.65,22151562302.02033
46,99.99999999999964,0.0,13.65,21701034834.128017
47,99.99999999999964,0.0,13.65,17686679133.00599
48,99.99999999999964,0.0,13.65,23847642503.31541
49,99.99999999999964,0.0,13.65,21929211206.24741
50,99.99999999999964,0.0,13.7,20281530732.763466
51,99.99999999999964,0.0,13.7,28704001013.12504
52,99.99999999999964,0.0,13.7,26115631894.94305
53,99.99999999999964,0.0,13.7,20109474288.601955
54,99.99999999999964,0.0,13.7,24799509920.66953
55,99.99999999999964,0.0,13.75,27715413241.721844
56,99.99999999999964,0.0,13.75,21978092255.537094
57,99.99999999999964,0.0,13.75,21805927509.528263
58,99.99999999999964,0.0,13.75,28176497566.21618
59,99.99999999999964,0.0,13.75,22951208857.245564
60,99.99999999999964,0.0,13.8,32222881670.553787
61,99.99999999999964,0.0,13.8,28406072252.78484
62,99.99999999999964,0.0,13.8,20862550196.74076
63,99.99999999999964,0.0,13.8,27080866927.382694
64,99.99999999999964,0.0,13.8,32440003276.940308
65,99.99999999999964,0.0,13.85,22286724413.68268
66,99.99999999999964,0.0,13.85,25571612185.39349
67,99.99999999999964,0.0,13.85,27272560986.53797
68,99.99999999999964,0.0,13.85,21724551716.529087
69,99.99999999999964,0.0,13.85,30851196714.51642
70,99.99999999999964,0.0,13.9,30230415360.62901
71,99.99999999999964,0.0,13.9,23735976988.477222
72,99.99999999999964,0.0,13.9,24722729841.21617
73,99.99999999999964,0.0,13.9,28554075582.256283
74,99.99999999999964,0.0,13.9,21930938531.157524
75,99.99999999999964,0.0,13.95,24674806136.47854
76,99.99999999999964,0.0,13.95,29273416447.67666
77,99.99999999999964,0.0,13.95,25921890902.234512
78,99.99999999999964,0.0,13.95,25694106150.30493
79,99.99999999999964,0.0,13.95,25605259636.344604
80,99.99999999999964,0.0,14.0,18998939998.90556
81,99.99999999999964,0.0,14.0,24941669091.695183
82,99.99999999999964,0.0,14.0,31855805560.656258
83,99.99999999999964,0.0,14.0,24641825729.86585
84,99.99999999999964,0.0,14.0,25575452949.051403
85,99.99999999999964,-80000.0,13.6,25689787380.98471
86,99.99999999999964,-80000.0,13.6,26597232608.861595
87,99.99999999999964,-80000.0,13.6,20493804073.09785
88,99.99999999999964,-80000.0,13.6,22561664177.818287
89,99.99999999999964,-80000.0,13.6,29469603476.462414
90,99.99999999999964,-70000.0,13.6,28447077067.0266
91,99.99999999999964,-70000.0,13.6,25763135548.38216
92,99.99999999999964,-70000.0,13.6,15956774184.39421
93,99.99999999999964,-70000.0,13.6,25986529689.11262
94,99.99999999999964,-70000.0,13.6,23184410906.12981
95,99.99999999999964,-60000.000000000015,13.6,18748329111.998768
96,99.99999999999964,-60000.000000000015,13.6,20649148542.34152
97,99.99999999999964,-60000.000000000015,13.6,19493494682.59643
98,99.99999999999964,-60000.000000000015,13.6,20082935933.63388
99,99.99999999999964,-60000.000000000015,13.6,18626670521.32906
100,99.99999999999964,-50000.000000000015,13.6,24715608553.945583
101,99.99999999999964,-50000.000000000015,13.6,19756863005.084023
102,99.99999999999964,-50000.000000000015,13.6,19661048765.462105
103,99.99999999999964,-50000.000000000015,13.6,23001428465.83747
104,99.99999999999964,-50000.000000000015,13.6,23219142357.041256
105,99.99999999999964,-40000.0,13.6,17080541786.538424
106,99.99999999999964,-40000.0,13.6,18252602144.43083
107,99.99999999999964,-40000.0,13.6,19755298210.900497
108,99.99999999999964,-40000.0,13.6,18976566454.609463
109,99.99999999999964,-40000.0,13.6,36265546718.90527
110,99.99999999999964,-30000.000000000007,13.6,20582927161.13007
111,99.99999999999964,-30000.000000000007,13.6,21580090203.84034
112,99.99999999999964,-30000.000000000007,13.6,22174552832.411957
113,99.99999999999964,-30000.000000000007,13.6,16625986308.50879
114,99.99999999999964,-30000.000000000007,13.6,23241088340.32168
115,99.99999999999964,-20000.0,13.6,22150678508.28859
116,99.99999999999964,-20000.0,13.6,17572596098.986927
117,99.99999999999964,-20000.0,13.6,17838123082.380302
118,99.99999999999964,-20000.0,13.6,23458118226.790283
119,99.99999999999964,-20000.0,13.6,22525319007.964508
120,99.99999999999964,-10000.000000000004,13.6,22423800040.596085
121,99.99999999999964,-10000.000000000004,13.6,20406170037.25134
122,99.99999999999964,-10000.000000000004,13.6,17827785588.00865
123,99.99999999999964,-10000.000000000004,13.6,18498429183.11825
124,99.99999999999964,-10000.000000000004,13.6,21634089606.24361
125,99.99999999999964,0.0,13.6,19108949364.79577
126,99.99999999999964,0.0,13.6,20980660717.616173
127,99.99999999999964,0.0,13.6,26570634068.926525
128,99.99999999999964,0.0,13.6,18841685150.608265
129,99.99999999999964,0.0,13.6,16982542886.22242
130,99.99999999999964,10000.000000000004,13.6,26790986956.57345
131,99.99999999999964,10000.000000000004,13.6,26078904807.46981
132,99.99999999999964,10000.000000000004,13.6,19171445656.227554
133,99.99999999999964,10000.000000000004,13.6,24631165867.263424
134,99.99999999999964,10000.000000000004,13.6,23297800489.436893
135,99.99999999999964,20000.0,13.6,18019609279.36771
136,99.99999999999964,20000.0,13.6,20282234849.23514
137,99.99999999999964,20000.0,13.6,25193191876.56177
138,99.99999999999964,20000.0,13.6,17284315583.62517
139,99.99999999999964,20000.0,13.6,25686890013.307903
140,99.99999999999964,30000.000000000007,13.6,24973772233.451004
141,99.99999999999964,30000.000000000007,13.6,22753557568.55988
142,99.99999999999964,30000.000000000007,13.6,26382641389.358418
143,99.99999999999964,30000.000000000007,13.6,28840693785.795757
144,99.99999999999964,30000.000000000007,13.6,19819528578.74495
145,99.99999999999964,40000.0,13.6,26117476038.521385
146,99.99999999999964,40000.0,13.6,33582572284.44741
147,99.99999999999964,40000.0,13.6,21354775302.198128
148,99.99999999999964,40000.0,13.6,24875335365.10242
149,99.99999999999964,40000.0,13.6,29603598102.27999
150,99.99999999999964,50000.000000000015,13.6,26005491354.49895
151,99.99999999999964,50000.000000000015,13.6,21518049203.128845
152,99.99999999999964,50000.000000000015,13.6,32481335956.49793
153,99.99999999999964,50000.000000000015,13.6,37779771816.59366
154,99.99999999999964,50000.000000000015,13.6,26133065644.36589
155,99.99999999999964,60000.000000000015,13.6,25820917644.621567
156,99.99999999999964,60000.000000000015,13.6,29369049688.18441
157,99.99999999999964,60000.000000000015,13.6,26513858039.243984
158,99.99999999999964,60000.000000000015,13.6,40948581122.009
159,99.99999999999964,60000.000000000015,13.6,31525681825.100708
160,99.99999999999964,70000.0,13.6,23460962772.933582
161,99.99999999999964,70000.0,13.6,35741723871.02782
162,99.99999999999964,70000.0,13.6,29400417205.12514
163,99.99999999999964,70000.0,13.6,30706654016.91732
164,99.99999999999964,70000.0,13.6,27418164779.141384
165,99.99999999999964,80000.0,13.6,36695257267.2852
166,99.99999999999964,80000.0,13.6,34077611694.56542
167,99.99999999999964,80000.0,13.6,38686266131.77629
168,99.99999999999964,80000.0,13.6,32877083968.72881
169,99.99999999999964,80000.0,13.6,23334620769.30812
170,-150.0,80000.0,13.6,17838390903.193127
171,-150.0,80000.0,13.6,19153048421.21361
172,-150.0,80000.0,13.6,18014474269.60453
173,-150.0,80000.0,13.6,16549094268.26113
174,-150.0,80000.0,13.6,16715765536.07381
175,-125.0,80000.0,13.6,23610245115.878487
176,-125.0,80000.0,13.6,25230410379.884407
177,-125.0,80000.0,13.6,19545897140.317703
178,-125.0,80000.0,13.6,19411324768.1982
179,-125.0,80000.0,13.6,24805768948.47805
180,-99.99999999999964,80000.0,13.6,29885210352.374157
181,-99.99999999999964,80000.0,13.6,25720224236.684235
182,-99.99999999999964,80000.0,13.6,31947280137.471424
183,-99.99999999999964,80000.0,13.6,21790051757.13553
184,-99.99999999999964,80000.0,13.6,32895024207.643253
185,-74.99999999999929,80000.0,13.6,33543222580.638096
186,-74.99999999999929,80000.0,13.6,28287382819.136414
187,-74.99999999999929,80000.0,13.6,28438863108.00476
188,-74.99999999999929,80000.0,13.6,28109512774.92228
189,-74.99999999999929,80000.0,13.6,32689886302.51519
190,-50.00000000000072,80000.0,13.6,23888120184.823795
191,-50.00000000000072,80000.0,13.6,29297854348.087265
192,-50.00000000000072,80000.0,13.6,22040739596.75001
193,-50.00000000000072,80000.0,13.6,24432938163.62056
194,-50.00000000000072,80000.0,13.6,28423385358.59904
195,-25.00000000000036,80000.0,13.6,35992338554.24077
196,-25.00000000000036,80000.0,13.6,24655563327.265327
197,-25.00000000000036,80000.0,13.6,33482810814.4083
198,-25.00000000000036,80000.0,13.6,23252818293.62646
199,-25.00000000000036,80000.0,13.6,39002868523.64539
200,0.0,80000.0,13.6,41698807219.20206
201,0.0,80000.0,13.6,49917665758.4664
202,0.0,80000.0,13.6,43001826313.7785
203,0.0,80000.0,13.6,45523451798.625565
204,0.0,80000.0,13.6,45906793047.00257
205,25.00000000000036,80000.0,13.6,64745877000.03554
206,25.00000000000036,80000.0,13.6,79113197116.71289
207,25.00000000000036,80000.0,13.6,52056558758.12935
208,25.00000000000036,80000.0,13.6,63996256899.87831
209,25.00000000000036,80000.0,13.6,50093104455.65222
210,50.00000000000072,80000.0,13.6,52048051022.11456
211,50.00000000000072,80000.0,13.6,33070877260.689537
212,50.00000000000072,80000.0,13.6,28965457192.88198
213,50.00000000000072,80000.0,13.6,55345359216.54932
214,50.00000000000072,80000.0,13.6,41401383642.86244
215,74.99999999999929,80000.0,13.6,25066831534.8711
216,74.99999999999929,80000.0,13.6,34146670192.62218
217,74.99999999999929,80000.0,13.6,27659104003.03109
218,74.99999999999929,80000.0,13.6,29175487376.63061
219,74.99999999999929,80000.0,13.6,35107278771.41407
220,99.99999999999964,80000.0,13.6,24813394224.03559
221,99.99999999999964,80000.0,13.6,22663357507.16563
222,99.99999999999964,80000.0,13.6,16907118166.923038
223,99.99999999999964,80000.0,13.6,24445867212.232376
224,99.99999999999964,80000.0,13.6,27318802710.26386
225,125.0,80000.0,13.6,22362320536.09493
226,125.0,80000.0,13.6,39993146478.65538
227,125.0,80000.0,13.6,40101733122.71367
228,125.0,80000.0,13.6,22350820219.76347
229,125.0,80000.0,13.6,41121680692.8849
230,150.0,80000.0,13.6,23254835561.63405
231,150.0,80000.0,13.6,23215291563.773888
232,150.0,80000.0,13.6,21351056070.369766
233,150.0,80000.0,13.6,23758916017.91998
234,150.0,80000.0,13.6,28194353386.27864
235,99.99999999999964,80000.0,13.6,32280925076.43943
236,99.99999999999964,80000.0,13.6,31367724130.687817
237,99.99999999999964,80000.0,13.6,25878137280.26479
238,99.99999999999964,80000.0,13.6,30832049812.8206
239,99.99999999999964,80000.0,13.6,29730650847.434498
240,99.99999999999964,80000.0,13.6,21998942753.25939
241,99.99999999999964,80000.0,13.6,25472336571.32702
242,99.99999999999964,80000.0,13.6,21110379288.58941
243,99.99999999999964,80000.0,13.6,22205819926.472275
244,99.99999999999964,80000.0,13.6,27175738798.00154
245,99.99999999999964,80000.0,13.6,26506617877.392696
246,99.99999999999964,80000.0,13.6,21745382220.249046
247,99.99999999999964,80000.0,13.6,26092654470.881493
248,99.99999999999964,80000.0,13.6,27436740683.097244
249,99.99999999999964,80000.0,13.6,27630320602.78977
250,99.99999999999964,80000.0,13.6,22148036247.30151
251,99.99999999999964,80000.0,13.6,22554344768.970505
252,99.99999999999964,80000.0,13.6,27066329108.80665
253,99.99999999999964,80000.0,13.6,22452064896.757107
254,99.99999999999964,80000.0,13.6,36929988551.26573
255,99.99999999999964,80000.0,13.6,26770627363.19474
256,99.99999999999964,80000.0,13.6,29148152415.582527
257,99.99999999999964,80000.0,13.6,24791994311.61382
258,99.99999999999964,80000.0,13.6,18899620909.11665
259,99.99999999999964,80000.0,13.6,23382680720.29108
260,99.99999999999964,80000.0,13.6,38596163156.918304
261,99.99999999999964,80000.0,13.6,25528360897.54809
262,99.99999999999964,80000.0,13.6,23067335603.864307
263,99.99999999999964,80000.0,13.6,33523346121.14096
264,99.99999999999964,80000.0,13.6,28598089394.07453
265,99.99999999999964,80000.0,13.6,22194396241.91359
266,99.99999999999964,80000.0,13.6,37409871452.76821
267,99.99999999999964,80000.0,13.6,22487199069.022923
268,99.99999999999964,80000.0,13.6,23749188336.261696
269,99.99999999999964,80000.0,13.6,30649513137.616524
270,99.99999999999964,80000.0,13.6,21833028445.888573
271,99.99999999999964,80000.0,13.6,26181907038.672417
272,99.99999999999964,80000.0,13.6,30138537975.343235
273,99.99999999999964,80000.0,13.6,25596571952.25619
274,99.99999999999964,80000.0,13.6,18795721775.139584
275,99.99999999999964,80000.0,13.6,21545410468.19435
276,99.99999999999964,80000.0,13.6,33449083587.05062
277,99.99999999999964,80000.0,13.6,31418816577.1047
278,99.99999999999964,80000.0,13.6,23698866698.45781
279,99.99999999999964,80000.0,13.6,28215070418.986973
280,99.99999999999964,80000.0,13.6,23710488574.32568
281,99.99999999999964,80000.0,13.6,22534512656.824245
282,99.99999999999964,80000.0,13.6,26960300206.58393
283,99.99999999999964,80000.0,13.6,25847522728.914368
284,99.99999999999964,80000.0,13.6,26719985202.054184
285,99.99999999999964,80000.0,13.6,24893880313.70001
286,99.99999999999964,80000.0,13.6,35177867565.0903
287,99.99999999999964,80000.0,13.6,20674102873.93373
288,99.99999999999964,80000.0,13.6,26164255750.74914
289,99.99999999999964,80000.0,13.6,24361733264.644333
290,99.99999999999964,80000.0,13.6,20425295415.257645
291,99.99999999999964,80000.0,13.6,23251857810.133995
292,99.99999999999964,80000.0,13.6,25922011381.805687
293,99.99999999999964,80000.0,13.6,17467166910.99588
294,99.99999999999964,80000.0,13.6,23845868291.200733
295,99.99999999999964,80000.0,13.6,24240644556.047066
296,99.99999999999964,80000.0,13.6,30274020757.8679
297,99.99999999999964,80000.0,13.6,23269130517.838387
298,99.99999999999964,80000.0,13.6,26288750153.44338
299,99.99999999999964,80000.0,13.6,30135341130.03115
300,99.99999999999964,80000.0,13.6,29289295317.4613
301,99.99999999999964,80000.0,13.6,20785807613.37141
302,99.99999999999964,80000.0,13.6,34605713623.35501
303,99.99999999999964,80000.0,13.6,23919772951.8118
304,99.99999999999964,80000.0,13.6,22360950409.96541
305,99.99999999999964,80000.0,13.6,30226918250.123844
306,99.99999999999964,80000.0,13.6,20789104820.834896
307,99.99999999999964,80000.0,13.6,21916904605.396225
308,99.99999999999964,80000.0,13.6,36220241800.02414
309,99.99999999999964,80000.0,13.6,26929549508.32001
310,99.99999999999964,80000.0,13.6,26257783329.17881
311,99.99999999999964,80000.0,13.6,25981891208.29484
312,99.99999999999964,80000.0,13.6,26403771542.6222
313,99.99999999999964,80000.0,13.6,21401624691.75862
314,99.99999999999964,80000.0,13.6,25465200365.01906
315,99.99999999999964,80000.0,13.6,25208912337.055145
316,99.99999999999964,80000.0,13.6,24828766518.768936
317,99.99999999999964,80000.0,13.6,21211102647.744064
318,99.99999999999964,80000.0,13.6,24520110783.788
319,99.99999999999964,80000.0,13.6,31051177981.75036
320,99.99999999999964,80000.0,13.6,25102949818.756226
321,99.99999999999964,80000.0,13.6,20183994652.38583
322,99.99999999999964,80000.0,13.6,21865278170.03052
323,99.99999999999964,80000.0,13.6,33938442191.1905
324,99.99999999999964,80000.0,13.6,31115447649.19859
325,99.99999999999964,80000.0,13.6,21691296524.31333
326,99.99999999999964,80000.0,13.6,24682326460.202343
327,99.99999999999964,80000.0,13.6,23800791701.972404
328,99.99999999999964,80000.0,13.6,30471717535.199688
329,99.99999999999964,80000.0,13.6,26776442921.231583
330,99.99999999999964,80000.0,13.6,24076728158.76394
331,99.99999999999964,80000.0,13.6,27254316208.724888
332,99.99999999999964,80000.0,13.6,22804082623.890408
333,99.99999999999964,80000.0,13.6,19399284664.568287
334,99.99999999999964,80000.0,13.6,28830971470.297417
335,50.00000000000072,80000.0,13.6,41500336830.47044
336,50.00000000000072,80000.0,13.6,26566407989.669563
337,50.00000000000072,80000.0,13.6,31422876232.3575
338,50.00000000000072,80000.0,13.6,50129698726.160126
339,50.00000000000072,80000.0,13.6,39710603315.39703
340,50.00000000000072,80000.0,13.6,26425791437.82643
341,50.00000000000072,80000.0,13.6,52178454880.493774
342,50.00000000000072,80000.0,13.6,41217539448.357
343,50.00000000000072,80000.0,13.6,27360204370.463367
344,50.00000000000072,80000.0,13.6,42048107887.704506
345,50.00000000000072,80000.0,13.6,64644585965.80413
346,50.00000000000072,80000.0,13.6,32018731258.951096
347,50.00000000000072,80000.0,13.6,33692264623.427517
348,50.00000000000072,80000.0,13.6,34713035703.10976
349,50.00000000000072,80000.0,13.6,32857764180.044983
350,50.00000000000072,80000.0,13.6,30504641161.08569
351,50.00000000000072,80000.0,13.6,36912026460.35876
352,50.00000000000072,80000.0,13.6,28501606389.018646
353,50.00000000000072,80000.0,13.6,24681057322.68857
354,50.00000000000072,80000.0,13.6,40437874581.46221
355,50.00000000000072,80000.0,13.6,34182328034.89488
356,50.00000000000072,80000.0,13.6,25695035486.069096
357,50.00000000000072,80000.0,13.6,31990409200.890205
358,50.00000000000072,80000.0,13.6,36408207768.57575
359,50.00000000000072,80000.0,13.6,21300997112.114426
360,50.00000000000072,80000.0,13.6,27043426289.37788
361,50.00000000000072,80000.0,13.6,44773634225.956825
362,50.00000000000072,80000.0,13.6,37072410757.98986
363,50.00000000000072,80000.0,13.6,24800309284.77397
364,50.00000000000072,80000.0,13.6,42067244301.77893
365,50.00000000000072,80000.0,13.6,32599317961.561302
366,50.00000000000072,80000.0,13.6,24399718190.70913
367,50.00000000000072,80000.0,13.6,40555059957.575645
368,50.00000000000072,80000.0,13.6,35112739191.5031
369,50.00000000000072,80000.0,13.6,36839873309.47015
370,50.00000000000072,80000.0,13.6,29496604037.54016
371,50.00000000000072,80000.0,13.6,37426091324.18403
372,50.00000000000072,80000.0,13.6,38480913531.25944
373,50.00000000000072,80000.0,13.6,29630550846.10119
374,50.00000000000072,80000.0,13.6,30667534612.90934
375,50.00000000000072,80000.0,13.6,92415776565.96468
376,50.00000000000072,80000.0,13.6,34099510191.29817
377,50.00000000000072,80000.0,13.6,35131427095.30451
378,50.00000000000072,80000.0,13.6,54151882937.209724
379,50.00000000000072,80000.0,13.6,28706898203.922146
380,50.00000000000072,80000.0,13.6,35132688187.98301
381,50.00000000000072,80000.0,13.6,35132186926.81095
382,50.00000000000072,80000.0,13.6,37623170690.89956
383,50.00000000000072,80000.0,13.6,31642480903.47949
384,50.00000000000072,80000.0,13.6,40378138352.41406
385,50.00000000000072,80000.0,13.6,32624941128.41534
386,50.00000000000072,80000.0,13.6,22930388827.94181
387,50.00000000000072,80000.0,13.6,50834711645.87279
388,50.00000000000072,80000.0,13.6,42306797123.25312
389,50.00000000000072,80000.0,13.6,43820685453.36656
390,50.00000000000072,80000.0,13.6,50583427230.22302
391,50.00000000000072,80000.0,13.6,36839050972.2435
392,50.00000000000072,80000.0,13.6,28952849016.1682
393,50.00000000000072,80000.0,13.6,49757693598.97257
394,50.00000000000072,80000.0,13.6,32794117347.979
395,50.00000000000072,80000.0,13.6,33181887072.36386
396,50.00000000000072,80000.0,13.6,24633686114.451965
397,50.00000000000072,80000.0,13.6,56069899448.670944
398,50.00000000000072,80000.0,13.6,96857085.12139829
399,50.00000000000072,80000.0,13.6,134953083.7659926
400,50.00000000000072,80000.0,13.6,89016641.79682788
401,50.00000000000072,80000.0,13.6,97613671.9692291
402,50.00000000000072,80000.0,13.6,91726246.4402048
403,50.00000000000072,80000.0,13.6,73659457.28748068
404,50.00000000000072,80000.0,13.6,122976439.90740654
405,50.00000000000072,80000.0,13.6,119321135.30880666
406,50.00000000000072,80000.0,13.6,106696764.44164982
407,50.00000000000072,80000.0,13.6,85360639.6557802
408,50.00000000000072,80000.0,13.6,116513307.80006143
