,Unnamed: 0,z_target_um,TOD_fs3,GVD,n_protons
0,0,99.99999999999964,0.0,13.2,23280367819.484795
1,1,99.99999999999964,0.0,13.2,19027457661.195526
2,2,99.99999999999964,0.0,13.2,24227941878.31922
3,3,99.99999999999964,0.0,13.2,19254832966.206223
4,4,99.99999999999964,0.0,13.2,37481144604.037254
5,5,99.99999999999964,0.0,13.25,22910259824.2864
6,6,99.99999999999964,0.0,13.25,25491372549.797848
7,7,99.99999999999964,0.0,13.25,22880423391.59487
8,8,99.99999999999964,0.0,13.25,19571483997.258972
9,9,99.99999999999964,0.0,13.25,20312721848.350258
10,10,99.99999999999964,0.0,13.3,22535219416.03115
11,11,99.99999999999964,0.0,13.3,23156923897.963596
12,12,99.99999999999964,0.0,13.3,23835933639.72463
13,13,99.99999999999964,0.0,13.3,20183689192.10018
14,14,99.99999999999964,0.0,13.3,22442911710.24146
15,15,99.99999999999964,0.0,13.35,23931365454.382473
16,16,99.99999999999964,0.0,13.35,18145782124.496902
17,17,99.99999999999964,0.0,13.35,20723215571.990013
18,18,99.99999999999964,0.0,13.35,24340884238.344906
19,19,99.99999999999964,0.0,13.35,21298361459.91475
20,20,99.99999999999964,0.0,13.4,15942084757.65367
21,21,99.99999999999964,0.0,13.4,23469018587.388226
22,22,99.99999999999964,0.0,13.4,22356568285.053898
23,23,99.99999999999964,0.0,13.4,27227182197.92621
24,24,99.99999999999964,0.0,13.4,20318291552.601746
25,25,99.99999999999964,0.0,13.45,20188396057.34409
26,26,99.99999999999964,0.0,13.45,23317873851.917744
27,27,99.99999999999964,0.0,13.45,21303903206.441364
28,28,99.99999999999964,0.0,13.45,18565558011.453873
29,29,99.99999999999964,0.0,13.45,17551671371.84352
30,30,99.99999999999964,0.0,13.5,19640711991.892193
31,31,99.99999999999964,0.0,13.5,18750729520.364983
32,32,99.99999999999964,0.0,13.5,19533407227.576138
33,33,99.99999999999964,0.0,13.5,20207421947.308563
34,34,99.99999999999964,0.0,13.5,22642217811.703392
35,35,99.99999999999964,0.0,13.55,23591737957.532063
36,36,99.99999999999964,0.0,13.55,19116360513.97724
37,37,99.99999999999964,0.0,13.55,20755671043.35535
38,38,99.99999999999964,0.0,13.55,20504071788.84858
39,39,99.99999999999964,0.0,13.55,116418131.41657312
40,40,99.99999999999964,0.0,13.6,21540544752.92453
41,41,99.99999999999964,0.0,13.6,22062347488.19517
42,42,99.99999999999964,0.0,13.6,22749938192.18137
43,43,99.99999999999964,0.0,13.6,24282909130.80596
44,44,99.99999999999964,0.0,13.6,21196879974.894085
45,45,99.99999999999964,0.0,13.65,22151562302.02033
46,46,99.99999999999964,0.0,13.65,21701034834.128017
47,47,99.99999999999964,0.0,13.65,17686679133.00599
48,48,99.99999999999964,0.0,13.65,23847642503.31541
49,49,99.99999999999964,0.0,13.65,21929211206.24741
50,50,99.99999999999964,0.0,13.7,20281530732.763466
51,51,99.99999999999964,0.0,13.7,28704001013.12504
52,52,99.99999999999964,0.0,13.7,26115631894.943054
53,53,99.99999999999964,0.0,13.7,20109474288.601955
54,54,99.99999999999964,0.0,13.7,24799509920.66953
55,55,99.99999999999964,0.0,13.75,27715413241.721844
56,56,99.99999999999964,0.0,13.75,21978092255.537094
57,57,99.99999999999964,0.0,13.75,21805927509.528263
58,58,99.99999999999964,0.0,13.75,28176497566.21618
59,59,99.99999999999964,0.0,13.75,22951208857.245564
60,60,99.99999999999964,0.0,13.8,32222881670.553787
61,61,99.99999999999964,0.0,13.8,28406072252.784836
62,62,99.99999999999964,0.0,13.8,20862550196.74076
63,63,99.99999999999964,0.0,13.8,27080866927.382694
64,64,99.99999999999964,0.0,13.8,32440003276.940308
65,65,99.99999999999964,0.0,13.85,22286724413.68268
66,66,99.99999999999964,0.0,13.85,25571612185.39349
67,67,99.99999999999964,0.0,13.85,27272560986.537975
68,68,99.99999999999964,0.0,13.85,21724551716.529087
69,69,99.99999999999964,0.0,13.85,30851196714.51642
70,70,99.99999999999964,0.0,13.9,30230415360.62901
71,71,99.99999999999964,0.0,13.9,23735976988.477222
72,72,99.99999999999964,0.0,13.9,24722729841.216175
73,73,99.99999999999964,0.0,13.9,28554075582.256283
74,74,99.99999999999964,0.0,13.9,21930938531.157524
75,75,99.99999999999964,0.0,13.95,24674806136.47854
76,76,99.99999999999964,0.0,13.95,29273416447.67666
77,77,99.99999999999964,0.0,13.95,25921890902.234512
78,78,99.99999999999964,0.0,13.95,25694106150.30493
79,79,99.99999999999964,0.0,13.95,25605259636.344604
80,80,99.99999999999964,0.0,14.0,18998939998.90556
81,81,99.99999999999964,0.0,14.0,24941669091.695183
82,82,99.99999999999964,0.0,14.0,31855805560.656258
83,83,99.99999999999964,0.0,14.0,24641825729.865852
84,84,99.99999999999964,0.0,14.0,25575452949.051403
85,0,99.99999999999964,-80000.0,13.6,25689787380.98471
86,1,99.99999999999964,-80000.0,13.6,26597232608.861595
87,2,99.99999999999964,-80000.0,13.6,20493804073.09785
88,3,99.99999999999964,-80000.0,13.6,22561664177.818287
89,4,99.99999999999964,-80000.0,13.6,29469603476.462418
90,5,99.99999999999964,-70000.0,13.6,28447077067.026596
91,6,99.99999999999964,-70000.0,13.6,25763135548.382156
92,7,99.99999999999964,-70000.0,13.6,15956774184.39421
93,8,99.99999999999964,-70000.0,13.6,25986529689.11262
94,9,99.99999999999964,-70000.0,13.6,23184410906.129814
95,10,99.99999999999964,-60000.0,13.6,18748329111.998768
96,11,99.99999999999964,-60000.0,13.6,20649148542.34152
97,12,99.99999999999964,-60000.0,13.6,19493494682.59643
98,13,99.99999999999964,-60000.0,13.6,20082935933.63388
99,14,99.99999999999964,-60000.0,13.6,18626670521.32906
100,15,99.99999999999964,-50000.0,13.6,24715608553.945583
101,16,99.99999999999964,-50000.0,13.6,19756863005.084023
102,17,99.99999999999964,-50000.0,13.6,19661048765.462105
103,18,99.99999999999964,-50000.0,13.6,23001428465.83747
104,19,99.99999999999964,-50000.0,13.6,23219142357.041256
105,20,99.99999999999964,-40000.0,13.6,17080541786.538424
106,21,99.99999999999964,-40000.0,13.6,18252602144.43083
107,22,99.99999999999964,-40000.0,13.6,19755298210.900497
108,23,99.99999999999964,-40000.0,13.6,18976566454.609463
109,24,99.99999999999964,-40000.0,13.6,36265546718.90527
110,25,99.99999999999964,-30000.0,13.6,20582927161.13007
111,26,99.99999999999964,-30000.0,13.6,21580090203.84034
112,27,99.99999999999964,-30000.0,13.6,22174552832.411953
113,28,99.99999999999964,-30000.0,13.6,16625986308.50879
114,29,99.99999999999964,-30000.0,13.6,23241088340.32168
115,30,99.99999999999964,-20000.0,13.6,22150678508.28859
116,31,99.99999999999964,-20000.0,13.6,17572596098.986927
117,32,99.99999999999964,-20000.0,13.6,17838123082.380302
118,33,99.99999999999964,-20000.0,13.6,23458118226.790283
119,34,99.99999999999964,-20000.0,13.6,22525319007.964508
120,35,99.99999999999964,-10000.0,13.6,22423800040.596085
121,36,99.99999999999964,-10000.0,13.6,20406170037.25134
122,37,99.99999999999964,-10000.0,13.6,17827785588.00865
123,38,99.99999999999964,-10000.0,13.6,18498429183.11825
124,39,99.99999999999964,-10000.0,13.6,21634089606.24361
125,40,99.99999999999964,0.0,13.6,19108949364.79577
126,41,99.99999999999964,0.0,13.6,20980660717.616173
127,42,99.99999999999964,0.0,13.6,26570634068.926525
128,43,99.99999999999964,0.0,13.6,18841685150.608265
129,44,99.99999999999964,0.0,13.6,16982542886.22242
130,45,99.99999999999964,10000.0,13.6,26790986956.57345
131,46,99.99999999999964,10000.0,13.6,26078904807.469814
132,47,99.99999999999964,10000.0,13.6,19171445656.22755
133,48,99.99999999999964,10000.0,13.6,24631165867.263424
134,49,99.99999999999964,10000.0,13.6,23297800489.436893
135,50,99.99999999999964,20000.0,13.6,18019609279.36771
136,51,99.99999999999964,20000.0,13.6,20282234849.23514
137,52,99.99999999999964,20000.0,13.6,25193191876.561775
138,53,99.99999999999964,20000.0,13.6,17284315583.62517
139,54,99.99999999999964,20000.0,13.6,25686890013.307903
140,55,99.99999999999964,30000.0,13.6,24973772233.451004
141,56,99.99999999999964,30000.0,13.6,22753557568.55988
142,57,99.99999999999964,30000.0,13.6,26382641389.358418
143,58,99.99999999999964,30000.0,13.6,28840693785.795753
144,59,99.99999999999964,30000.0,13.6,19819528578.74495
145,60,99.99999999999964,40000.0,13.6,26117476038.521385
146,61,99.99999999999964,40000.0,13.6,33582572284.44741
147,62,99.99999999999964,40000.0,13.6,21354775302.198128
148,63,99.99999999999964,40000.0,13.6,24875335365.10242
149,64,99.99999999999964,40000.0,13.6,29603598102.27999
150,65,99.99999999999964,50000.0,13.6,26005491354.49895
151,66,99.99999999999964,50000.0,13.6,21518049203.128845
152,67,99.99999999999964,50000.0,13.6,32481335956.497932
153,68,99.99999999999964,50000.0,13.6,37779771816.59366
154,69,99.99999999999964,50000.0,13.6,26133065644.36589
155,70,99.99999999999964,60000.0,13.6,25820917644.621567
156,71,99.99999999999964,60000.0,13.6,29369049688.18441
157,72,99.99999999999964,60000.0,13.6,26513858039.243984
158,73,99.99999999999964,60000.0,13.6,40948581122.009
159,74,99.99999999999964,60000.0,13.6,31525681825.100708
160,75,99.99999999999964,70000.0,13.6,23460962772.933582
161,76,99.99999999999964,70000.0,13.6,35741723871.02782
162,77,99.99999999999964,70000.0,13.6,29400417205.12514
163,78,99.99999999999964,70000.0,13.6,30706654016.917316
164,79,99.99999999999964,70000.0,13.6,27418164779.141384
165,80,99.99999999999964,80000.0,13.6,36695257267.2852
166,81,99.99999999999964,80000.0,13.6,34077611694.56542
167,82,99.99999999999964,80000.0,13.6,38686266131.77629
168,83,99.99999999999964,80000.0,13.6,32877083968.72881
169,84,99.99999999999964,80000.0,13.6,23334620769.30812
210,40,50.00000000000071,80000.0,13.6,52048051022.11456
211,41,50.00000000000071,80000.0,13.6,33070877260.689537
212,42,50.00000000000071,80000.0,13.6,28965457192.88198
213,43,50.00000000000071,80000.0,13.6,55345359216.54932
214,44,50.00000000000071,80000.0,13.6,41401383642.86244
215,45,74.99999999999929,80000.0,13.6,25066831534.8711
216,46,74.99999999999929,80000.0,13.6,34146670192.62218
217,47,74.99999999999929,80000.0,13.6,27659104003.03109
218,48,74.99999999999929,80000.0,13.6,29175487376.630615
219,49,74.99999999999929,80000.0,13.6,35107278771.41407
220,50,99.99999999999964,80000.0,13.6,24813394224.03559
221,51,99.99999999999964,80000.0,13.6,22663357507.16563
222,52,99.99999999999964,80000.0,13.6,16907118166.923038
223,53,99.99999999999964,80000.0,13.6,24445867212.232376
224,54,99.99999999999964,80000.0,13.6,27318802710.26386
225,55,125.0,80000.0,13.6,22362320536.09493
226,56,125.0,80000.0,13.6,39993146478.65538
227,57,125.0,80000.0,13.6,40101733122.71367
228,58,125.0,80000.0,13.6,22350820219.76347
229,59,125.0,80000.0,13.6,41121680692.8849
230,60,150.00000000000034,80000.0,13.6,23254835561.63405
231,61,150.00000000000034,80000.0,13.6,23215291563.773888
232,62,150.00000000000034,80000.0,13.6,21351056070.369766
233,63,150.00000000000034,80000.0,13.6,23758916017.91998
234,64,150.00000000000034,80000.0,13.6,28194353386.278637
235,0,99.99999999999964,80000.0,13.6,32280925076.43943
236,1,99.99999999999964,80000.0,13.6,31367724130.687817
237,2,99.99999999999964,80000.0,13.6,25878137280.26479
238,3,99.99999999999964,80000.0,13.6,30832049812.8206
239,4,99.99999999999964,80000.0,13.6,29730650847.434498
240,5,99.99999999999964,80000.0,13.6,21998942753.25939
241,6,99.99999999999964,80000.0,13.6,25472336571.32702
242,7,99.99999999999964,80000.0,13.6,21110379288.58941
243,8,99.99999999999964,80000.0,13.6,22205819926.472275
244,9,99.99999999999964,80000.0,13.6,27175738798.00154
245,10,99.99999999999964,80000.0,13.6,26506617877.392696
246,11,99.99999999999964,80000.0,13.6,21745382220.249046
247,12,99.99999999999964,80000.0,13.6,26092654470.881493
248,13,99.99999999999964,80000.0,13.6,27436740683.097244
249,14,99.99999999999964,80000.0,13.6,27630320602.789772
250,15,99.99999999999964,80000.0,13.6,22148036247.30151
251,16,99.99999999999964,80000.0,13.6,22554344768.970505
252,17,99.99999999999964,80000.0,13.6,27066329108.80665
253,18,99.99999999999964,80000.0,13.6,22452064896.757107
254,19,99.99999999999964,80000.0,13.6,36929988551.26573
255,20,99.99999999999964,80000.0,13.6,26770627363.19474
256,21,99.99999999999964,80000.0,13.6,29148152415.582527
257,22,99.99999999999964,80000.0,13.6,24791994311.61382
258,23,99.99999999999964,80000.0,13.6,18899620909.11665
259,24,99.99999999999964,80000.0,13.6,23382680720.291077
260,25,99.99999999999964,80000.0,13.6,38596163156.918304
261,26,99.99999999999964,80000.0,13.6,25528360897.54809
262,27,99.99999999999964,80000.0,13.6,23067335603.864307
263,28,99.99999999999964,80000.0,13.6,33523346121.140957
264,29,99.99999999999964,80000.0,13.6,28598089394.074535
265,30,99.99999999999964,80000.0,13.6,22194396241.91359
266,31,99.99999999999964,80000.0,13.6,37409871452.76821
267,32,99.99999999999964,80000.0,13.6,22487199069.022923
268,33,99.99999999999964,80000.0,13.6,23749188336.261696
269,34,99.99999999999964,80000.0,13.6,30649513137.616524
270,35,99.99999999999964,80000.0,13.6,21833028445.888573
271,36,99.99999999999964,80000.0,13.6,26181907038.672417
272,37,99.99999999999964,80000.0,13.6,30138537975.343235
273,38,99.99999999999964,80000.0,13.6,25596571952.25619
274,39,99.99999999999964,80000.0,13.6,18795721775.139584
275,40,99.99999999999964,80000.0,13.6,21545410468.19435
276,41,99.99999999999964,80000.0,13.6,33449083587.05062
277,42,99.99999999999964,80000.0,13.6,31418816577.1047
278,43,99.99999999999964,80000.0,13.6,23698866698.45781
279,44,99.99999999999964,80000.0,13.6,28215070418.986973
280,45,99.99999999999964,80000.0,13.6,23710488574.325676
281,46,99.99999999999964,80000.0,13.6,22534512656.824245
282,47,99.99999999999964,80000.0,13.6,26960300206.58393
283,48,99.99999999999964,80000.0,13.6,25847522728.914368
284,49,99.99999999999964,80000.0,13.6,26719985202.054184
285,50,99.99999999999964,80000.0,13.6,24893880313.70001
286,51,99.99999999999964,80000.0,13.6,35177867565.0903
287,52,99.99999999999964,80000.0,13.6,20674102873.93373
288,53,99.99999999999964,80000.0,13.6,26164255750.74914
289,54,99.99999999999964,80000.0,13.6,24361733264.644333
290,55,99.99999999999964,80000.0,13.6,20425295415.257645
291,56,99.99999999999964,80000.0,13.6,23251857810.133995
292,57,99.99999999999964,80000.0,13.6,25922011381.805687
293,58,99.99999999999964,80000.0,13.6,17467166910.99588
294,59,99.99999999999964,80000.0,13.6,23845868291.200733
295,60,99.99999999999964,80000.0,13.6,24240644556.047066
296,61,99.99999999999964,80000.0,13.6,30274020757.8679
297,62,99.99999999999964,80000.0,13.6,23269130517.838387
298,63,99.99999999999964,80000.0,13.6,26288750153.44338
299,64,99.99999999999964,80000.0,13.6,30135341130.03115
300,65,99.99999999999964,80000.0,13.6,29289295317.4613
301,66,99.99999999999964,80000.0,13.6,20785807613.371414
302,67,99.99999999999964,80000.0,13.6,34605713623.35501
303,68,99.99999999999964,80000.0,13.6,23919772951.8118
304,69,99.99999999999964,80000.0,13.6,22360950409.96541
305,70,99.99999999999964,80000.0,13.6,30226918250.123844
306,71,99.99999999999964,80000.0,13.6,20789104820.834896
307,72,99.99999999999964,80000.0,13.6,21916904605.396225
308,73,99.99999999999964,80000.0,13.6,36220241800.02414
309,74,99.99999999999964,80000.0,13.6,26929549508.320015
310,75,99.99999999999964,80000.0,13.6,26257783329.178818
311,76,99.99999999999964,80000.0,13.6,25981891208.29484
312,77,99.99999999999964,80000.0,13.6,26403771542.622196
313,78,99.99999999999964,80000.0,13.6,21401624691.75862
314,79,99.99999999999964,80000.0,13.6,25465200365.01906
315,80,99.99999999999964,80000.0,13.6,25208912337.055145
316,81,99.99999999999964,80000.0,13.6,24828766518.768936
317,82,99.99999999999964,80000.0,13.6,21211102647.744064
318,83,99.99999999999964,80000.0,13.6,24520110783.788
319,84,99.99999999999964,80000.0,13.6,31051177981.75036
320,85,99.99999999999964,80000.0,13.6,25102949818.756226
321,86,99.99999999999964,80000.0,13.6,20183994652.38583
322,87,99.99999999999964,80000.0,13.6,21865278170.03052
323,88,99.99999999999964,80000.0,13.6,33938442191.1905
324,89,99.99999999999964,80000.0,13.6,31115447649.19859
325,90,99.99999999999964,80000.0,13.6,21691296524.31333
326,91,99.99999999999964,80000.0,13.6,24682326460.202343
327,92,99.99999999999964,80000.0,13.6,23800791701.972404
328,93,99.99999999999964,80000.0,13.6,30471717535.199688
329,94,99.99999999999964,80000.0,13.6,26776442921.231583
330,95,99.99999999999964,80000.0,13.6,24076728158.76394
331,96,99.99999999999964,80000.0,13.6,27254316208.724888
332,97,99.99999999999964,80000.0,13.6,22804082623.890408
333,98,99.99999999999964,80000.0,13.6,19399284664.568287
334,99,99.99999999999964,80000.0,13.6,28830971470.297417
335,0,50.00000000000071,80000.0,13.6,41500336830.47044
336,1,50.00000000000071,80000.0,13.6,26566407989.669563
337,2,50.00000000000071,80000.0,13.6,31422876232.3575
338,3,50.00000000000071,80000.0,13.6,50129698726.160126
339,4,50.00000000000071,80000.0,13.6,39710603315.39703
340,5,50.00000000000071,80000.0,13.6,26425791437.82643
341,6,50.00000000000071,80000.0,13.6,52178454880.493774
342,7,50.00000000000071,80000.0,13.6,41217539448.357
343,8,50.00000000000071,80000.0,13.6,27360204370.463367
344,9,50.00000000000071,80000.0,13.6,42048107887.704506
345,10,50.00000000000071,80000.0,13.6,64644585965.80413
346,11,50.00000000000071,80000.0,13.6,32018731258.951096
347,12,50.00000000000071,80000.0,13.6,33692264623.427513
348,13,50.00000000000071,80000.0,13.6,34713035703.10976
349,14,50.00000000000071,80000.0,13.6,32857764180.044983
350,15,50.00000000000071,80000.0,13.6,30504641161.08569
351,16,50.00000000000071,80000.0,13.6,36912026460.35876
352,17,50.00000000000071,80000.0,13.6,28501606389.018646
353,18,50.00000000000071,80000.0,13.6,24681057322.68857
354,19,50.00000000000071,80000.0,13.6,40437874581.46221
355,20,50.00000000000071,80000.0,13.6,34182328034.89488
356,21,50.00000000000071,80000.0,13.6,25695035486.069096
357,22,50.00000000000071,80000.0,13.6,31990409200.890205
358,23,50.00000000000071,80000.0,13.6,36408207768.575745
359,24,50.00000000000071,80000.0,13.6,21300997112.114426
360,25,50.00000000000071,80000.0,13.6,27043426289.377876
361,26,50.00000000000071,80000.0,13.6,44773634225.956825
362,27,50.00000000000071,80000.0,13.6,37072410757.98986
363,28,50.00000000000071,80000.0,13.6,24800309284.77397
364,29,50.00000000000071,80000.0,13.6,42067244301.77893
365,30,50.00000000000071,80000.0,13.6,32599317961.561302
366,31,50.00000000000071,80000.0,13.6,24399718190.70913
367,32,50.00000000000071,80000.0,13.6,40555059957.575645
368,33,50.00000000000071,80000.0,13.6,35112739191.5031
369,34,50.00000000000071,80000.0,13.6,36839873309.470146
370,35,50.00000000000071,80000.0,13.6,29496604037.540157
371,36,50.00000000000071,80000.0,13.6,37426091324.18403
372,37,50.00000000000071,80000.0,13.6,38480913531.25944
373,38,50.00000000000071,80000.0,13.6,29630550846.10119
374,39,50.00000000000071,80000.0,13.6,30667534612.90934
375,40,50.00000000000071,80000.0,13.6,92415776565.96468
376,41,50.00000000000071,80000.0,13.6,34099510191.298172
377,42,50.00000000000071,80000.0,13.6,35131427095.30451
378,43,50.00000000000071,80000.0,13.6,54151882937.209724
379,44,50.00000000000071,80000.0,13.6,28706898203.922146
380,45,50.00000000000071,80000.0,13.6,35132688187.98301
381,46,50.00000000000071,80000.0,13.6,35132186926.81095
382,47,50.00000000000071,80000.0,13.6,37623170690.89956
383,48,50.00000000000071,80000.0,13.6,31642480903.479492
384,49,50.00000000000071,80000.0,13.6,40378138352.41406
385,50,50.00000000000071,80000.0,13.6,32624941128.41534
386,51,50.00000000000071,80000.0,13.6,22930388827.941814
387,52,50.00000000000071,80000.0,13.6,50834711645.87279
388,53,50.00000000000071,80000.0,13.6,42306797123.25312
389,54,50.00000000000071,80000.0,13.6,43820685453.366554
390,55,50.00000000000071,80000.0,13.6,50583427230.22302
391,56,50.00000000000071,80000.0,13.6,36839050972.2435
392,57,50.00000000000071,80000.0,13.6,28952849016.1682
393,58,50.00000000000071,80000.0,13.6,49757693598.97257
394,59,50.00000000000071,80000.0,13.6,32794117347.978996
395,60,50.00000000000071,80000.0,13.6,33181887072.36386
396,61,50.00000000000071,80000.0,13.6,24633686114.451965
397,62,50.00000000000071,80000.0,13.6,56069899448.670944
398,63,50.00000000000071,80000.0,13.6,96857085.12139829
399,64,50.00000000000071,80000.0,13.6,134953083.7659926
400,65,50.00000000000071,80000.0,13.6,89016641.79682788
401,66,50.00000000000071,80000.0,13.6,97613671.9692291
402,67,50.00000000000071,80000.0,13.6,91726246.4402048
403,68,50.00000000000071,80000.0,13.6,73659457.28748068
404,69,50.00000000000071,80000.0,13.6,122976439.90740654
405,70,50.00000000000071,80000.0,13.6,119321135.30880666
406,71,50.00000000000071,80000.0,13.6,106696764.44164982
407,72,50.00000000000071,80000.0,13.6,85360639.6557802
408,73,50.00000000000071,80000.0,13.6,116513307.80006143
